,Title,Authors,Year
462,The child from one to six,United States. Children's Bureau.,1931
463,Grants for comprehensive health services for children and youth,United States. Children's Bureau.,1965
464,Standards of prenatal care,United States. Children's Bureau.,1939
465,Juvenile delinquency in certain countries at war,United States. Children's Bureau.,1918
466,A historical summary of state services for children in Massachusetts,United States. Children's Bureau.,1938
467,"Services for crippled children under the Social security act, title V, part 2",United States. Children's Bureau.,1941
468,Goals for children and youth in the transition from war to peace,United States. Children's Bureau.,1944
469,"Child-welfare legislation, 1937",United States. Children's Bureau.,1938
470,It's your Children's Bureau,United States. Children's Bureau.,1962
471,"Mothers' aid, 1931 ..",United States. Children's Bureau.,1933
472,Juvenile delinquency,United States. Children's Bureau.,1954
473,A historical summary of state services for children in Alabama,United States. Children's Bureau.,1938
474,Suffer the little children,United States. Children's Bureau.,1977
475,Grants to states for maternal and child welfare under the Social security act of 1935 and the Social security act amendments of 1939,United States. Children's Bureau.,1940
476,Children and youth: their health and welfare,United States. Children's Bureau.,1958
477,"Services for children and families under the Social security act, titles IV & V",United States. Children's Bureau.,1969
478,Delinquency Prevention,United States. Children's Bureau.,1960
479,"Child-welfare legislation, 1936",United States. Children's Bureau.,1937
480,Group Counseling with Delinquent Youth,United States. Children's Bureau.,1968
481,Child welfare at the crossroads,United States. Children's Bureau.,1949
482,Minors in automobile and metal-manufacturing industries in Michigan ..,United States. Children's Bureau.,1923
483,Community Programs and Projects For the Prevention of Juvenile Delinquency,United States. Children's Bureau.,1960
484,Some facts and figures about children and youth,United States. Children's Bureau.,1965
485,Post-Institutional Services For Delinquent Youth,United States. Children's Bureau.,1967
486,"Federal and state cooperation in maternal and child-welfare services under the Social security act, title V, parts 1, 2, and 3",United States. Children's Bureau.,1938
487,Child labor and the welfare of children in an anthracite coal-mining district ..,United States. Children's Bureau.,1922
488,"Relief expenditures, Jan.-Sept., 1931",United States. Children's Bureau.,1931
489,Selected addresses,United States. Children's Bureau.,1963
490,Adoptions in 1963,United States. Children's Bureau.,1964
491,Model state subsidized adoption act and regulations,United States. Children's Bureau.,1975
492,Tentative standards for training schools,United States. Children's Bureau.,1954
493,Mientras su bebe esta en camino,United States. Children's Bureau.,1963
494,"The Children's bureau, yesterday, today and tomorrow",United States. Children's Bureau.,1937
495,Trends,United States. Children's Bureau.,1958
496,Directory of local child-health agencies in the United States ..,United States. Children's Bureau.,1922
497,About the Poor Some Facts and Some Fictions,United States. Children's Bureau.,1967
498,Home play and play equipment for the preschool child,United States. Children's Bureau.,1937
499,"Laws relating to 'mothers' pensions' in the United States, passed during the years 1920 to 1923, inclusive",United States. Children's Bureau.,1924
500,Child labor legislation in the United States,United States. Children's Bureau.,1916
501,"Facts about crippled children, 1943",United States. Children's Bureau.,1943
502,Your child from 1 to 6,United States. Children's Bureau.,1962
503,Guides to successful employment of non-farm youth in wartime agriculture,United States. Children's Bureau.,1943
504,The children's bookshelf,United States. Children's Bureau.,1953
505,To parents in wartime,United States. Children's Bureau.,1942
506,Handbook for recreation,United States. Children's Bureau.,1976
507,Child welfare in selected counties of Washington ..,United States. Children's Bureau.,1931
508,"The U.S. Government book of infant care, including prenatal care",United States. Children's Bureau.,1968
509,Children of Working Mothers,United States. Children's Bureau.,1960
510,Medical social services for children in the maternal and child health and crippled children's programs,United States. Children's Bureau.,1953
511,"Directory of state, county, and municipal training schools caring for delinquent children in the United States",United States. Children's Bureau.,1940
512,Child labor in North Dakota,United States. Children's Bureau.,1923
513,"Maternal and child-health services under the Social security act, title V, Part 1",United States. Children's Bureau.,1941
514,The visiting teacher,United States. Children's Bureau.,1919
515,Facilities for children's play in the District of Columbia ..,United States. Children's Bureau.,1917
516,A child is waiting,United States. Children's Bureau.,1967
517,Helping children in trouble,United States. Children's Bureau.,1947
518,Enuresis,United States. Children's Bureau.,1927
519,Research relating to juvenile delinquents,United States. Children's Bureau.,1962
520,Nutrition and healthy growth,United States. Children's Bureau.,1955
521,Better care for mother and child,United States. Children's Bureau.,1941
522,Your Children's Bureau,United States. Children's Bureau.,1956
523,Juvenile delinquency in Maine ..,United States. Children's Bureau.,1930
524,Community action for children in wartime,United States. Children's Bureau.,1943
525,Back-to-school drive,United States. Children's Bureau.,1919
526,A historical summary of state services for children,United States. Children's Bureau.,1937
527,"Facts about child health, 1943",United States. Children's Bureau.,1943
528,"The Children's Bureau, documentary sources from the National Archives",United States. Children's Bureau.,1993
529,El cuidado del niño durante el día,United States. Children's Bureau.,1950
530,Wartime employment of boys and girls under 18,United States. Children's Bureau.,1943
531,"The records of the Children's Bureau, 1912-1969",United States. Children's Bureau.,1988
532,Juvenile delinquency references,United States. Children's Bureau.,1962
533,"Folk, fantasy & play",Children's Museum of Indianapolis.,1991
534,Helping delinquent children,United States. Children's Bureau.,1953
535,"Illegitimacy laws of the United States passed during the years 1919 and 1922, inclusive",United States. Children's Bureau.,1922
536,Every child in school,United States. Children's Bureau.,1919
537,Recommended standards for services for delinquent children,United States. Children's Bureau.,1953
538,"Dependent, defective, and delinquent classes series. no. 1-[12]",United States. Children's Bureau.,1914
539,Laws relating to interstate placement of dependent children ..,United States. Children's Bureau.,1924
540,The child-welfare special,United States. Children's Bureau.,1920
541,"ILLEGITIMACY AS A CHILD-WELFARE PROBLEM - PART 1 - A BRIEF TREATMENT OF THE PREVALENCE AND SIGNIFICANCE OF BIRTH OUT OF WEDLOCK, THE CHILD'S STATUS, AND THE STATE'S RESPONSIBILITY FOR CARE AND PROTECTION",United States. Children's Bureau.,-1
542,The states and child labor,United States. Children's Bureau.,1919
543,Children engaged in newspaper and magazine selling and delivering,United States. Children's Bureau.,1935
544,Scholarships for children,United States. Children's Bureau.,1919
545,Essentials of adoption law and procedure,United States. Children's Bureau.,1949
546,"Child-welfare services under the Social security act, title V, part 3",United States. Children's Bureau.,1940
547,Children and youth,United States. Children's Bureau.,1957
548,Statistical series,United States. Children's Bureau.,1947
549,What's happening to delinquent children in your town?,United States. Children's Bureau.,1953
550,Good posture in the little child,United States. Children's Bureau.,1933
551,Your child from 6 to 12,United States. Children's Bureau.,1949
552,"Children's progress, 1833-1933",United States. Children's Bureau.,1933
553,Saving mothers,United States. Children's Bureau.,1917
554,Standards and problems connected with the issuance of employment certificates,United States. Children's Bureau.,1923
555,Breast feeding,United States. Children's Bureau.,1921
556,Children in the community,United States. Children's Bureau.,1946
557,Publications of the Children's Bureau,United States. Children's Bureau.,1960
558,Children's year: a brief summary of work done and suggestions for follow-up work,United States. Children's Bureau.,1920
559,The child-health conference,United States. Children's Bureau.,1941
560,Mental defectives in the District of Columbia,United States. Children's Bureau.,1915
561,For the children's bookshelf,United States. Children's Bureau.,1946
562,Child welfare in 25 states,United States. Children's Bureau.,1976
563,Delinquent Children in Penal Institutions,United States. Children's Bureau.,1964
564,Research relating to emotionally disturbed children,United States. Children's Bureau.,1968
565,Building the children's movement,Children's Resource Centre.,1991
566,La coqueluche,International Children's Centre.,1959
567,International Children's Centre,International Children's Centre.,-1
568,Blends & Digraphs Audiocassettes,Children's Television Workshop.,1998
569,Best of the Electric Company,Children's Television Workshop.,1977
570,Electric Company Crazy Cut-Ups,Children's Television Workshop.,1978
571,Electric Company Easy Reader's Activity Book No. 1,Children's Television Workshop.,1977
572,Sesame Street,Children's Television Workshop.,1995
573,Electric Company Easy Reader's Activity Book No. 2,Children's Television Workshop.,1977
574,Super Gran Rules O.K.!,Forrest Wilson (children's author),1983
575,Farm Crosswords,Forrest Wilson (children's author),1987
576,Super Gran at the Circus,Forrest Wilson (children's author),1987
577,The Cross Wits Puzzle Book,Forrest Wilson (children's author),1992
578,Super Gran at the Circus (Swift Books),Forrest Wilson (children's author),1991
579,Super Gran in Orbit,Forrest Wilson (children's author),1985
580,Rules governing certification of foster homes for children,Oregon. Children's Services Division.,1978
581,Rules for the certification of group day care homes,Oregon. Children's Services Division.,1989
582,Rules governing CSD use and payment of family foster homes,Oregon. Children's Services Division.,1978
583,O tráfico interno e a exploração de mulheres e crianças em Moçambique,Save the Children (Mozambique),2009
584,Reading for pleasure for junior high schools in the province of Alberta,Alberta Children's Bookhouse,-1
585,Reading for pleasure,Alberta Children's Bookhouse,-1
586,Displaced Children and Orphans Fund,Displaced Children & Orphans Fund,2006
587,Maternal and child-welfare bulletin,United States. Children's Bureau,1935
588,Behavioral management training services in Massachusetts,Massachusetts. Office for Children,1994
589,What do all these businesses have in common????,Massachusetts. Office for Children,1989
